StateAndCounty,State,StateAbbr,County,Population,HousingUnits,AreaInSqMiTotal,AreaInSqMiWater,AreaInSqMiLand,PopPerSqMiLand,HousingUnitsPerSqMiOfLand,LandWatchURL
OH-Trumbull_County,Ohio,OH,Trumbull_County,210312,96163,636.57,18.27,618.3,340.1,155.5,https://www.landwatch.com/Ohio_land_for_sale/Trumbull_County/Land
OH-Summit_County,Ohio,OH,Summit_County,541781,245109,420.06,7.31,412.75,1312.6,593.8,https://www.landwatch.com/Ohio_land_for_sale/Summit_County/Land
OH-Stark_County,Ohio,OH,Stark_County,375586,165215,580.53,5.26,575.27,652.9,287.2,https://www.landwatch.com/Ohio_land_for_sale/Stark_County/Land
OH-Shelby_County,Ohio,OH,Shelby_County,49423,20173,410.69,3.02,407.68,121.2,49.5,https://www.landwatch.com/Ohio_land_for_sale/Shelby_County/Land
OH-Seneca_County,Ohio,OH,Seneca_County,56745,24122,552.79,1.78,551.02,103,43.8,https://www.landwatch.com/Ohio_land_for_sale/Seneca_County/Land
OH-Scioto_County,Ohio,OH,Scioto_County,79499,34142,616.15,5.93,610.21,130.3,56,https://www.landwatch.com/Ohio_land_for_sale/Scioto_County/Land
OH-Sandusky_County,Ohio,OH,Sandusky_County,60944,26390,417.71,9.25,408.45,149.2,64.6,https://www.landwatch.com/Ohio_land_for_sale/Sandusky_County/Land
OH-Ross_County,Ohio,OH,Ross_County,78064,32148,693.02,3.84,689.19,113.3,46.6,https://www.landwatch.com/Ohio_land_for_sale/Ross_County/Land
OH-Richland_County,Ohio,OH,Richland_County,124475,54599,500.08,4.81,495.27,251.3,110.2,https://www.landwatch.com/Ohio_land_for_sale/Richland_County/Land
OH-Putnam_County,Ohio,OH,Putnam_County,34499,13731,484.3,1.78,482.52,71.5,28.5,https://www.landwatch.com/Ohio_land_for_sale/Putnam_County/Land
OH-Preble_County,Ohio,OH,Preble_County,42270,17888,426.46,2.34,424.12,99.7,42.2,https://www.landwatch.com/Ohio_land_for_sale/Preble_County/Land
OH-Portage_County,Ohio,OH,Portage_County,161419,67472,504.06,16.68,487.38,331.2,138.4,https://www.landwatch.com/Ohio_land_for_sale/Portage_County/Land
OH-Pike_County,Ohio,OH,Pike_County,28709,12481,443.98,3.69,440.28,65.2,28.3,https://www.landwatch.com/Ohio_land_for_sale/Pike_County/Land
OH-Pickaway_County,Ohio,OH,Pickaway_County,55698,21275,506.55,5.23,501.32,111.1,42.4,https://www.landwatch.com/Ohio_land_for_sale/Pickaway_County/Land
OH-Perry_County,Ohio,OH,Perry_County,36058,15211,412.49,4.52,407.97,88.4,37.3,https://www.landwatch.com/Ohio_land_for_sale/Perry_County/Land
OH-Paulding_County,Ohio,OH,Paulding_County,19614,8749,418.85,2.41,416.44,47.1,21,https://www.landwatch.com/Ohio_land_for_sale/Paulding_County/Land
OH-Ottawa_County,Ohio,OH,Ottawa_County,41428,27909,585.06,330.15,254.92,162.5,109.5,https://www.landwatch.com/Ohio_land_for_sale/Ottawa_County/Land
OH-Noble_County,Ohio,OH,Noble_County,14645,6053,404.57,6.56,398.01,36.8,15.2,https://www.landwatch.com/Ohio_land_for_sale/Noble_County/Land
OH-Muskingum_County,Ohio,OH,Muskingum_County,86074,38074,672.58,8,664.58,129.5,57.3,https://www.landwatch.com/Ohio_land_for_sale/Muskingum_County/Land
OH-Morrow_County,Ohio,OH,Morrow_County,34827,14155,407.22,1.14,406.08,85.8,34.9,https://www.landwatch.com/Ohio_land_for_sale/Morrow_County/Land
OH-Morgan_County,Ohio,OH,Morgan_County,15054,7892,421.78,5.36,416.42,36.2,19,https://www.landwatch.com/Ohio_land_for_sale/Morgan_County/Land
OH-Montgomery_County,Ohio,OH,Montgomery_County,535153,254775,464.33,2.78,461.55,1159.5,552,https://www.landwatch.com/Ohio_land_for_sale/Montgomery_County/Land
OH-Monroe_County,Ohio,OH,Monroe_County,14642,7567,457.46,1.74,455.72,32.1,16.6,https://www.landwatch.com/Ohio_land_for_sale/Monroe_County/Land
OH-Miami_County,Ohio,OH,Miami_County,102506,44256,409.66,3.08,406.58,252.1,108.8,https://www.landwatch.com/Ohio_land_for_sale/Miami_County/Land
OH-Mercer_County,Ohio,OH,Mercer_County,40814,17633,473.42,10.98,462.45,88.3,38.1,https://www.landwatch.com/Ohio_land_for_sale/Mercer_County/Land
OH-Meigs_County,Ohio,OH,Meigs_County,23770,11191,433,2.9,430.1,55.3,26,https://www.landwatch.com/Ohio_land_for_sale/Meigs_County/Land
OH-Medina_County,Ohio,OH,Medina_County,172332,69181,423.02,1.66,421.36,409,164.2,https://www.landwatch.com/Ohio_land_for_sale/Medina_County/Land
OH-Marion_County,Ohio,OH,Marion_County,66501,27834,404.11,0.35,403.76,164.7,68.9,https://www.landwatch.com/Ohio_land_for_sale/Marion_County/Land
OH-Mahoning_County,Ohio,OH,Mahoning_County,238823,111833,425.29,13.66,411.62,580.2,271.7,https://www.landwatch.com/Ohio_land_for_sale/Mahoning_County/Land
OH-Madison_County,Ohio,OH,Madison_County,43435,15939,466.63,0.75,465.88,93.2,34.2,https://www.landwatch.com/Ohio_land_for_sale/Madison_County/Land
OH-Lucas_County,Ohio,OH,Lucas_County,441815,202630,595.88,255.02,340.86,1296.2,594.5,https://www.landwatch.com/Ohio_land_for_sale/Lucas_County/Land
OH-Lorain_County,Ohio,OH,Lorain_County,301356,127036,923.33,432.23,491.1,613.6,258.7,https://www.landwatch.com/Ohio_land_for_sale/Lorain_County/Land
OH-Logan_County,Ohio,OH,Logan_County,45858,23181,466.77,8.34,458.43,100,50.6,https://www.landwatch.com/Ohio_land_for_sale/Logan_County/Land
OH-Licking_County,Ohio,OH,Licking_County,166492,69291,687.49,4.99,682.5,243.9,101.5,https://www.landwatch.com/Ohio_land_for_sale/Licking_County/Land
OH-Lawrence_County,Ohio,OH,Lawrence_County,62450,27603,457.27,3.9,453.37,137.7,60.9,https://www.landwatch.com/Ohio_land_for_sale/Lawrence_County/Land
OH-Lake_County,Ohio,OH,Lake_County,230041,101202,979.2,751.7,227.49,1011.2,444.9,https://www.landwatch.com/Ohio_land_for_sale/Lake_County/Land
OH-Knox_County,Ohio,OH,Knox_County,60921,25118,529.63,4.14,525.49,115.9,47.8,https://www.landwatch.com/Ohio_land_for_sale/Knox_County/Land
OH-Jefferson_County,Ohio,OH,Jefferson_County,69709,32826,410.95,2.62,408.33,170.7,80.4,https://www.landwatch.com/Ohio_land_for_sale/Jefferson_County/Land
OH-Jackson_County,Ohio,OH,Jackson_County,33225,14587,421.53,1.23,420.3,79,34.7,https://www.landwatch.com/Ohio_land_for_sale/Jackson_County/Land
OH-Huron_County,Ohio,OH,Huron_County,59626,25196,494.82,3.33,491.49,121.3,51.3,https://www.landwatch.com/Ohio_land_for_sale/Huron_County/Land
OH-Holmes_County,Ohio,OH,Holmes_County,42366,13666,423.98,1.45,422.53,100.3,32.3,https://www.landwatch.com/Ohio_land_for_sale/Holmes_County/Land
OH-Hocking_County,Ohio,OH,Hocking_County,29380,13417,423.63,2.3,421.32,69.7,31.8,https://www.landwatch.com/Ohio_land_for_sale/Hocking_County/Land
OH-Highland_County,Ohio,OH,Highland_County,43589,19380,557.79,4.71,553.08,78.8,35,https://www.landwatch.com/Ohio_land_for_sale/Highland_County/Land
OH-Henry_County,Ohio,OH,Henry_County,28215,11963,419.75,3.74,416.01,67.8,28.8,https://www.landwatch.com/Ohio_land_for_sale/Henry_County/Land
OH-Harrison_County,Ohio,OH,Harrison_County,15864,8170,410.77,8.43,402.34,39.4,20.3,https://www.landwatch.com/Ohio_land_for_sale/Harrison_County/Land
OH-Hardin_County,Ohio,OH,Hardin_County,32058,13100,470.65,0.24,470.4,68.1,27.8,https://www.landwatch.com/Ohio_land_for_sale/Hardin_County/Land
OH-Hancock_County,Ohio,OH,Hancock_County,74782,33174,533.66,2.3,531.36,140.7,62.4,https://www.landwatch.com/Ohio_land_for_sale/Hancock_County/Land
OH-Hamilton_County,Ohio,OH,Hamilton_County,802374,377364,412.63,6.72,405.91,1976.7,929.7,https://www.landwatch.com/Ohio_land_for_sale/Hamilton_County/Land
OH-Guernsey_County,Ohio,OH,Guernsey_County,40087,19193,528.3,6.05,522.25,76.8,36.8,https://www.landwatch.com/Ohio_land_for_sale/Guernsey_County/Land
OH-Greene_County,Ohio,OH,Greene_County,161573,68241,416.26,2.53,413.73,390.5,164.9,https://www.landwatch.com/Ohio_land_for_sale/Greene_County/Land
OH-Geauga_County,Ohio,OH,Geauga_County,93389,36574,408.29,8.13,400.16,233.4,91.4,https://www.landwatch.com/Ohio_land_for_sale/Geauga_County/Land
OH-Gallia_County,Ohio,OH,Gallia_County,30934,13925,471.2,4.67,466.53,66.3,29.8,https://www.landwatch.com/Ohio_land_for_sale/Gallia_County/Land
OH-Fulton_County,Ohio,OH,Fulton_County,42698,17407,407.23,1.78,405.44,105.3,42.9,https://www.landwatch.com/Ohio_land_for_sale/Fulton_County/Land
OH-Franklin_County,Ohio,OH,Franklin_County,1163414,527186,543.51,11.32,532.19,2186.1,990.6,https://www.landwatch.com/Ohio_land_for_sale/Franklin_County/Land
OH-Fayette_County,Ohio,OH,Fayette_County,29030,12693,407.02,0.66,406.36,71.4,31.2,https://www.landwatch.com/Ohio_land_for_sale/Fayette_County/Land
OH-Fairfield_County,Ohio,OH,Fairfield_County,146156,58687,508.56,4.15,504.41,289.8,116.3,https://www.landwatch.com/Ohio_land_for_sale/Fairfield_County/Land
OH-Erie_County,Ohio,OH,Erie_County,77079,37845,625.99,374.43,251.56,306.4,150.4,https://www.landwatch.com/Ohio_land_for_sale/Erie_County/Land
OH-Delaware_County,Ohio,OH,Delaware_County,174214,66378,457.33,14.23,443.1,393.2,149.8,https://www.landwatch.com/Ohio_land_for_sale/Delaware_County/Land
OH-Defiance_County,Ohio,OH,Defiance_County,39037,16729,414.19,2.73,411.46,94.9,40.7,https://www.landwatch.com/Ohio_land_for_sale/Defiance_County/Land
OH-Darke_County,Ohio,OH,Darke_County,52959,22730,599.76,1.66,598.1,88.5,38,https://www.landwatch.com/Ohio_land_for_sale/Darke_County/Land
OH-Cuyahoga_County,Ohio,OH,Cuyahoga_County,1280122,621763,1245.59,788.4,457.19,2800,1360,https://www.landwatch.com/Ohio_land_for_sale/Cuyahoga_County/Land
OH-Crawford_County,Ohio,OH,Crawford_County,43784,20167,402.7,0.91,401.79,109,50.2,https://www.landwatch.com/Ohio_land_for_sale/Crawford_County/Land
OH-Coshocton_County,Ohio,OH,Coshocton_County,36901,16545,567.48,3.57,563.91,65.4,29.3,https://www.landwatch.com/Ohio_land_for_sale/Coshocton_County/Land
OH-Columbiana_County,Ohio,OH,Columbiana_County,107841,47088,534.69,2.8,531.89,202.7,88.5,https://www.landwatch.com/Ohio_land_for_sale/Columbiana_County/Land
OH-Clinton_County,Ohio,OH,Clinton_County,42040,18133,412.29,3.61,408.68,102.9,44.4,https://www.landwatch.com/Ohio_land_for_sale/Clinton_County/Land
OH-Clermont_County,Ohio,OH,Clermont_County,197363,80656,459.77,7.67,452.1,436.5,178.4,https://www.landwatch.com/Ohio_land_for_sale/Clermont_County/Land
OH-Clark_County,Ohio,OH,Clark_County,138333,61419,402.53,5.05,397.47,348,154.5,https://www.landwatch.com/Ohio_land_for_sale/Clark_County/Land
OH-Champaign_County,Ohio,OH,Champaign_County,40097,16755,429.83,1.16,428.67,93.5,39.1,https://www.landwatch.com/Ohio_land_for_sale/Champaign_County/Land
OH-Carroll_County,Ohio,OH,Carroll_County,28836,13698,398.93,4.32,394.61,73.1,34.7,https://www.landwatch.com/Ohio_land_for_sale/Carroll_County/Land
OH-Butler_County,Ohio,OH,Butler_County,368130,148273,470.13,3.08,467.06,788.2,317.5,https://www.landwatch.com/Ohio_land_for_sale/Butler_County/Land
OH-Brown_County,Ohio,OH,Brown_County,44846,19301,493.45,3.44,490.02,91.5,39.4,https://www.landwatch.com/Ohio_land_for_sale/Brown_County/Land
OH-Belmont_County,Ohio,OH,Belmont_County,70400,32452,541.27,9.15,532.13,132.3,61,https://www.landwatch.com/Ohio_land_for_sale/Belmont_County/Land
OH-Auglaize_County,Ohio,OH,Auglaize_County,45949,19585,401.91,0.52,401.39,114.5,48.8,https://www.landwatch.com/Ohio_land_for_sale/Auglaize_County/Land
OH-Athens_County,Ohio,OH,Athens_County,64757,26385,508.44,4.84,503.6,128.6,52.4,https://www.landwatch.com/Ohio_land_for_sale/Athens_County/Land
OH-Ashtabula_County,Ohio,OH,Ashtabula_County,101497,46099,1367.9,665.97,701.93,144.6,65.7,https://www.landwatch.com/Ohio_land_for_sale/Ashtabula_County/Land
OH-Ashland_County,Ohio,OH,Ashland_County,53139,22141,426.8,3.85,422.95,125.6,52.3,https://www.landwatch.com/Ohio_land_for_sale/Ashland_County/Land
OH-Allen_County,Ohio,OH,Allen_County,106331,44999,406.85,4.35,402.5,264.2,111.8,https://www.landwatch.com/Ohio_land_for_sale/Allen_County/Land
OH-Adams_County,Ohio,OH,Adams_County,28550,12978,586.25,2.38,583.87,48.9,22.2,https://www.landwatch.com/Ohio_land_for_sale/Adams_County/Land
OK-McIntosh_County,Oklahoma,OK,McIntosh_County,20252,13350,712.29,93.79,618.5,32.7,21.6,https://www.landwatch.com/Oklahoma_land_for_sale/McIntosh_County/Land
OK-McCurtain_County,Oklahoma,OK,McCurtain_County,33151,15533,1902.38,52.37,1850.01,17.9,8.4,https://www.landwatch.com/Oklahoma_land_for_sale/McCurtain_County/Land
OK-McClain_County,Oklahoma,OK,McClain_County,34506,13996,580.25,9.55,570.7,60.5,24.5,https://www.landwatch.com/Oklahoma_land_for_sale/McClain_County/Land
OK-Woodward_County,Oklahoma,OK,Woodward_County,20081,8838,1246.14,3.74,1242.4,16.2,7.1,https://www.landwatch.com/Oklahoma_land_for_sale/Woodward_County/Land
OK-Woods_County,Oklahoma,OK,Woods_County,8878,4478,1289.96,3.51,1286.45,6.9,3.5,https://www.landwatch.com/Oklahoma_land_for_sale/Woods_County/Land
OK-Washita_County,Oklahoma,OK,Washita_County,11629,5479,1008.8,5.63,1003.17,11.6,5.5,https://www.landwatch.com/Oklahoma_land_for_sale/Washita_County/Land
OK-Washington_County,Oklahoma,OK,Washington_County,50976,23451,424.27,8.81,415.45,122.7,56.4,https://www.landwatch.com/Oklahoma_land_for_sale/Washington_County/Land
OK-Wagoner_County,Oklahoma,OK,Wagoner_County,73085,29694,590.68,29.12,561.56,130.1,52.9,https://www.landwatch.com/Oklahoma_land_for_sale/Wagoner_County/Land
OK-Tulsa_County,Oklahoma,OK,Tulsa_County,603403,268426,587.02,16.77,570.25,1058.1,470.7,https://www.landwatch.com/Oklahoma_land_for_sale/Tulsa_County/Land
OK-Tillman_County,Oklahoma,OK,Tillman_County,7992,4077,879.2,8.07,871.13,9.2,4.7,https://www.landwatch.com/Oklahoma_land_for_sale/Tillman_County/Land
OK-Texas_County,Oklahoma,OK,Texas_County,20640,8208,2048.68,7.42,2041.26,10.1,4,https://www.landwatch.com/Oklahoma_land_for_sale/Texas_County/Land
OK-Stephens_County,Oklahoma,OK,Stephens_County,45048,20658,891.36,21.12,870.24,51.8,23.7,https://www.landwatch.com/Oklahoma_land_for_sale/Stephens_County/Land
OK-Sequoyah_County,Oklahoma,OK,Sequoyah_County,42391,18656,714.15,40.88,673.27,63,27.7,https://www.landwatch.com/Oklahoma_land_for_sale/Sequoyah_County/Land
OK-Seminole_County,Oklahoma,OK,Seminole_County,25482,11642,640.47,7.64,632.84,40.3,18.4,https://www.landwatch.com/Oklahoma_land_for_sale/Seminole_County/Land
OK-Rogers_County,Oklahoma,OK,Rogers_County,86905,35160,711.5,35.86,675.63,128.6,52,https://www.landwatch.com/Oklahoma_land_for_sale/Rogers_County/Land
OK-Roger_Mills_County,Oklahoma,OK,Roger_Mills_County,3647,1905,1146.42,5.29,1141.14,3.2,1.7,https://www.landwatch.com/Oklahoma_land_for_sale/Roger_Mills_County/Land
OK-Pushmataha_County,Oklahoma,OK,Pushmataha_County,11572,6110,1422.86,27.02,1395.84,8.3,4.4,https://www.landwatch.com/Oklahoma_land_for_sale/Pushmataha_County/Land
OK-Pottawatomie_County,Oklahoma,OK,Pottawatomie_County,69442,29139,793.4,5.73,787.67,88.2,37,https://www.landwatch.com/Oklahoma_land_for_sale/Pottawatomie_County/Land
OK-Pontotoc_County,Oklahoma,OK,Pontotoc_County,37492,16595,725.22,4.79,720.44,52,23,https://www.landwatch.com/Oklahoma_land_for_sale/Pontotoc_County/Land
OK-Pittsburg_County,Oklahoma,OK,Pittsburg_County,45837,22634,1377.83,72.36,1305.46,35.1,17.3,https://www.landwatch.com/Oklahoma_land_for_sale/Pittsburg_County/Land
OK-Payne_County,Oklahoma,OK,Payne_County,77350,33991,696.97,12.27,684.7,113,49.6,https://www.landwatch.com/Oklahoma_land_for_sale/Payne_County/Land
OK-Pawnee_County,Oklahoma,OK,Pawnee_County,16577,7745,594.76,26.81,567.95,29.2,13.6,https://www.landwatch.com/Oklahoma_land_for_sale/Pawnee_County/Land
OK-Ottawa_County,Oklahoma,OK,Ottawa_County,31848,14060,484.61,13.79,470.82,67.6,29.9,https://www.landwatch.com/Oklahoma_land_for_sale/Ottawa_County/Land
OK-Osage_County,Oklahoma,OK,Osage_County,47472,21143,2303.97,57.62,2246.36,21.1,9.4,https://www.landwatch.com/Oklahoma_land_for_sale/Osage_County/Land
OK-Okmulgee_County,Oklahoma,OK,Okmulgee_County,40069,17891,702.33,4.99,697.35,57.5,25.7,https://www.landwatch.com/Oklahoma_land_for_sale/Okmulgee_County/Land
OK-Oklahoma_County,Oklahoma,OK,Oklahoma_County,718633,319828,718.37,9.55,708.82,1013.8,451.2,https://www.landwatch.com/Oklahoma_land_for_sale/Oklahoma_County/Land
OK-Okfuskee_County,Oklahoma,OK,Okfuskee_County,12191,5282,628.87,10.3,618.57,19.7,8.5,https://www.landwatch.com/Oklahoma_land_for_sale/Okfuskee_County/Land
OK-Nowata_County,Oklahoma,OK,Nowata_County,10536,4828,580.78,15.01,565.78,18.6,8.5,https://www.landwatch.com/Oklahoma_land_for_sale/Nowata_County/Land
OK-Noble_County,Oklahoma,OK,Noble_County,11561,5341,742.54,10.64,731.9,15.8,7.3,https://www.landwatch.com/Oklahoma_land_for_sale/Noble_County/Land
OK-Muskogee_County,Oklahoma,OK,Muskogee_County,70990,30908,839.78,29.33,810.45,87.6,38.1,https://www.landwatch.com/Oklahoma_land_for_sale/Muskogee_County/Land
OK-Murray_County,Oklahoma,OK,Murray_County,13488,6746,425.09,8.64,416.46,32.4,16.2,https://www.landwatch.com/Oklahoma_land_for_sale/Murray_County/Land
OK-Mayes_County,Oklahoma,OK,Mayes_County,41259,19239,683.51,28.13,655.39,63,29.4,https://www.landwatch.com/Oklahoma_land_for_sale/Mayes_County/Land
OK-Marshall_County,Oklahoma,OK,Marshall_County,15840,10006,426.93,55.85,371.08,42.7,27,https://www.landwatch.com/Oklahoma_land_for_sale/Marshall_County/Land
OK-Major_County,Oklahoma,OK,Major_County,7527,3671,957.94,2.95,954.99,7.9,3.8,https://www.landwatch.com/Oklahoma_land_for_sale/Major_County/Land
OK-Love_County,Oklahoma,OK,Love_County,9423,4539,532.39,18.4,514,18.3,8.8,https://www.landwatch.com/Oklahoma_land_for_sale/Love_County/Land
OK-Logan_County,Oklahoma,OK,Logan_County,41848,17195,748.83,4.99,743.83,56.3,23.1,https://www.landwatch.com/Oklahoma_land_for_sale/Logan_County/Land
OK-Lincoln_County,Oklahoma,OK,Lincoln_County,34273,15208,965.68,13.36,952.31,36,16,https://www.landwatch.com/Oklahoma_land_for_sale/Lincoln_County/Land
OK-Le_Flore_County,Oklahoma,OK,Le_Flore_County,50384,21448,1608.53,19.31,1589.21,31.7,13.5,https://www.landwatch.com/Oklahoma_land_for_sale/Le_Flore_County/Land
OK-Latimer_County,Oklahoma,OK,Latimer_County,11154,4979,729.11,7.03,722.08,15.4,6.9,https://www.landwatch.com/Oklahoma_land_for_sale/Latimer_County/Land
OK-Kiowa_County,Oklahoma,OK,Kiowa_County,9446,5216,1030.7,15.48,1015.23,9.3,5.1,https://www.landwatch.com/Oklahoma_land_for_sale/Kiowa_County/Land
OK-Kingfisher_County,Oklahoma,OK,Kingfisher_County,15034,6409,906.02,7.86,898.16,16.7,7.1,https://www.landwatch.com/Oklahoma_land_for_sale/Kingfisher_County/Land
OK-Kay_County,Oklahoma,OK,Kay_County,46562,21708,944.97,25.24,919.73,50.6,23.6,https://www.landwatch.com/Oklahoma_land_for_sale/Kay_County/Land
OK-Johnston_County,Oklahoma,OK,Johnston_County,10957,5126,658.24,15.3,642.94,17,8,https://www.landwatch.com/Oklahoma_land_for_sale/Johnston_County/Land
OK-Jefferson_County,Oklahoma,OK,Jefferson_County,6472,3378,774.08,15.25,758.83,8.5,4.5,https://www.landwatch.com/Oklahoma_land_for_sale/Jefferson_County/Land
OK-Jackson_County,Oklahoma,OK,Jackson_County,26446,12077,804.24,1.59,802.65,32.9,15,https://www.landwatch.com/Oklahoma_land_for_sale/Jackson_County/Land
OK-Hughes_County,Oklahoma,OK,Hughes_County,14003,6183,814.88,10.23,804.65,17.4,7.7,https://www.landwatch.com/Oklahoma_land_for_sale/Hughes_County/Land
OK-Haskell_County,Oklahoma,OK,Haskell_County,12769,6028,625.27,48.75,576.52,22.1,10.5,https://www.landwatch.com/Oklahoma_land_for_sale/Haskell_County/Land
OK-Harper_County,Oklahoma,OK,Harper_County,3685,1908,1041.05,2.03,1039.02,3.5,1.8,https://www.landwatch.com/Oklahoma_land_for_sale/Harper_County/Land
